studentAnswer,R_errortype
"param = int(input())

def get_discount():
    if param<140:
        print(""0"")
    else:
        print(""100"")

print(get_discount(param))",TypeError
"for i in range(1,8):
    if(i==5):
        continue
print(i)",No error
"num_spiders = int(input())
num_cats = int(input())
#在这里补全代码
if num_spiders > 10:
if num_cats > num_spiders:
    print(""猫会吃掉蜘蛛"")
else:
    print(""猫吃不完蜘蛛"")
else:
    print('蜘蛛很少')
",No error
"temp_list = input().split(',')
# 请不要更改此行以上的代码

def palindrome(x):
    a=True
    for i in range(1,len(x)-1):
        if i!=x[len(x)-1-i]:
            a=False
     return a   

# 请不要更改此行以下的代码
print(palindrome(temp_list))",No error
"param = int(input())
def get_discount(param):
    if param < 140:
        print(0)
    else:
        print(100)
print(get_discount(param))",No error
"line_list = input().split(';')
temp_list = []
for i in line_list:
    temp_list.append(i.split(','))
# 请不要更改此行以上的代码

# 在这里编写代码
def sum_of_matrix(my_list):
    sum = 0
    for i in range(0, len(my_list)):
        for j in range(0, len(my_list[j])):
            sum += int(j)
    return sum

# 请不要更改此行以下的代码
print(sum_of_matrix(temp_list))",UnboundLocalError
"input_dict = input()
input_dict = eval(input_dict)
# 请不要更改此行以上的代码
user_info={}
user_numb=1
def log_user(user_name):
	if user_name in user_info:
		user_info[user_name]=user_numb+1
	else:
		user_info[user_name]=1
def print_user_log(user_name):
	print(user_info[user_name])

# 请不要更改此行以下的代码
for i in input_dict['log']:
    log_user(i)
for i in input_dict['print']:
    print_user_log(i)",KeyError
"input_int = int(input())
# 请不要更改此行以上的代码

def fib_3(num):
   if num == 0:# 在这里补充代码:
      return 1# 在这里补充代码
   elif num ==1 :# 在这里补充代码:
      return 1# 在这里补充代码
   elif num==2:
       return 1# 在这里补充代码:
      # 在这里补充代码
   else:
      return fib_3(num-1)+fib_3(num-2)+fib_3(num-3)# 在这里补充代码

# 请不要更改此行以下的代码
print(fib_3(input_int))",No error
"param = input()

i=0
S=""CircleCat""
for i in S:
    print(S[4])
        
# 在此处补全代码",No error
"param = input()

# 在此处补全答案

for j in (param):
    print(j)",No error
"input_str = input()
# 请不要更改此行以上的代码

a={}
def get_first_duplicate(input_str):
    for i in input_str:
        if i not in a:
            a[i]=1
            if i in a:
                a[i]+=1
                if a[i]>1:
                    return(i)
        else:
            return None
            
 def get_first_duplicate(input_str): a = {} for i in input_str: if i in a: if a[i] > 1: return i else: a[i] = 1 return None input_str = input() print(get_first_duplicate(input_str)) 

# 请不要更改此行以下的代码
print(get_first_duplicate(input_str))",No error
"param = int(input())
def double_until_one_thousand(param):
    print(param)
while (param<500):
    param=param*2
print(param)",No error
"param = input()

# 在此处编写代码
def is_palindrome(param):
    i=0
    while i < len(param):
        if param[i] == param[len(param)-1-i]:
            return (True)
            i+=1
        else:
            return (False)
            break

print(is_palindrome(param))",No error
"param = int(input())

def get_discount(param):
    get_discount(param)=int(input())
    if param < 140:
    return '0'
    else:
    return'100'
get_discount()
print(get_discount(param))",No error
"line_list = input().split(';')
temp_list = []
for i in line_list:
    temp_list.append(i.split(','))
# 请不要更改此行以上的代码

def sum_of_matrix(temp_list):
    sum=0
    for i in range(0,len(temp_list)):
        for j in range(0,len(temp_list[i])):
            sum+=int(temp_list[i][j])
    return(sum)

# 请不要更改此行以下的代码
print(sum_of_matrix(temp_list))",No error
"param = int(input())
def count_ones():
    list_a=list(str(param))
    print(list_a.count(str(1)))
count_ones()",No error
"input_dict = input()
input_dict = eval(input_dict)
# 请不要更改此行以上的代码

# 在这里编写代码
user_info = {}
def add_user(user_name, pass_word):
    user_info[user_name] = pass_word
    
def verify_user(user_name, pass_word):
    if user_name in user_info and user_info[user_name] == pass_word:
        return True
    else:
        return False
    
# 请不要更改此行以下的代码
for i in input_dict['add']:
    add_user(i[0], i[1])
for i in input_dict['verify']:
    print(verify_user(i[0], i[1]))",No error
"for i in range(0, 10):
    print(i)
    if(i>=5):
        break
",No error
"input_list = input().split(',')
num_1 = int(input())
num_2 = int(input())
# 请不要更改此行以上的代码

def replace_element_in_list(input_list,num_from,num_to):
    count=0
    for i in input_list:
        count+1
        if i==num_from:
            input_list.insert((count-1),num_to)
            del num_from
    return(input_list)        

# 请不要更改此行以下的代码
print(replace_element_in_list(input_list, num_1, num_2))",No error
"x = int(input())
y = int(input())
z = int(input())

def smallest_among_three(x,y,z):
    if (x < y < z):
        return x
    elif (y < x < z):
        return y 
    else:
        (z < x < y )
        return z

print(smallest_among_three(x, y, z))",No error
"param = int(input())

def double_until_one_thousand(param):
    print(param)
    while (param<=1000):
        param=paramd*2

double_until_one_thousand(param)",NameError
"param = input()
def reverse_string(param):
	str2=param[::-1]
	return str2

print(reverse_string(param))",No error
"x = int(input())
y = int(input())
z = int(input())

def smallest_among_three():
    if x<y and x<z:
        print(x)
    elif y<x and y<z:
        print(y)
    elif z<x and z<y:
        print(z)

smallest_among_three()",No error
"my_list = input().split(',')
new_list = []
# 请不要更改此行以上的代码

# 在这里编写代码
for i in range(0 , len(my_list)):
    new_list.append(my_list.pop())

# 请不要更改此行以下的代码
print("","".join(new_list))",No error
"param = int(input())

# 在此处补全代码
def double_until_one_thousand(param):
    while(param<=1000):
        print(param)
        param=param*2
        if(param>1000):
            break
        
  
 
double_until_one_thousand(param)",No error
"param = input()


S=""CircleCat""
for i in S:
    print(S[4])
        
# 在此处补全代码",No error
"temp_list = input().split(',')
# 请不要更改此行以上的代码

# 在这里编写代码
def palindrome(temp_list) :
    for i in range(1,len(temp_list)-1):
        if temp_list[i] !=temp_list[len(temp_list)-1-i]:
            return False
    return True

# 请不要更改此行以下的代码
print(palindrome(temp_list))",No error
"input_str = input()
# 请不要更改此行以上的代码

position={}

def get_first_duplicate(input_str):
    res=""""
    pos=int(len(input_str))
    for i in input_str:
        if i not in position:
            position[i]=input_str.index(i)
        else:
            if position[i]<pos:
                res=i
                pos=position[i]
    return res
# 请不要更改此行以下的代码
print(get_first_duplicate(input_str))

",No error
"a=int(input(3))
b=int(input(7))
paint(a+b)",NameError
"input_int = int(input())
# 请不要更改此行以上的代码

def power_of_two(num):
    if num == 0:
        return 1# 在此补充:
        # 在此补充
    else:
        return power_of_two(num-1)*num# 在此补充

# 请不要更改此行以下的代码
print(power_of_two(input_int))",No error
"param = int(input())

# 在此处编写代码
def count_ones(num):
    count = 0
    while num>0:
        if num % 10 == 1:  
            count += 1
        num //= 10  
        print(num)
    return count

print(count_ones(param))",No error
"param = input()
str = param
print(str[4])

",No error
"import ast
input_list_1 = ast.literal_eval(input())
input_list_2 = ast.literal_eval(input())
def add_matrix(input_list_1,input_list_2):
	for n in range (0,len(input_list_1)):
		for m in tange (0,len(input_list_1[0])):
			matrix[n][m]=input_list_1[n][m]+input_list_2[n][m]
	return matrix

print(add_matrix(input_list_1, input_list_2))",NameError
"param = int(input())

def get_discount(param):
    if param<140:
        return 0
    else:
        return 100# 在此处补全代码

print(get_discount(param))",No error
"line_list = input().split(';')
temp_list = []
for i in line_list:
    temp_list.append(i.split(','))
# 请不要更改此行以上的代码

def sum_of_matrix(my_list):
	sum=0
	for n in range(0, len(my_list)):
		for m in range(0, len(my_list[n])):
			sum+=int(my_list[n][m])
	return sum

# 请不要更改此行以下的代码
print(sum_of_matrix(temp_list))",No error
"param = int(input())

def print_num(param):
    if param == 10:
        return param
        print(print_num(param))
    else:",No error
"param = input()

# 在此处编写代码
def reverse_string(param):
    a=len(param)
    for i in str(param):
        if(a>=1):
            a=a-1
            print(a,end="""")
        else:
            print('')
    
reverse_string(param)",No error
"input_str = input()
# 请不要更改此行以上的代码
def get_first_duplicate(input_str):
    seen = set()
    for char in input_str:
        if char in seen:
            return char
        seen.add(char)
    return "" ""
# 在这里编写代码

# 请不要更改此行以下的代码
print(get_first_duplicate(input_str))",No error
"import ast
input_list = ast.literal_eval(input())
# 请不要更改此行以上的代码
# 在这里编写代码
def get_min_plus_max(input_list):
    for i in my_list:
        a=1
        b=1
        break
    for j in my_list:
        if a < j:
             a=J
        elif b>j:
             b=j
    return a+b

# 请不要更改此行以下的代码
print(get_min_plus_max(input_list))",NameError
"num_spiders = int(input())
web_size = 1

if num_spiders == 10:
    web_size = web_size * 2
else:
    web_size = web_size * 3
    num_spider += 5
    
print(num_spiders + "" "" + web_size)",TypeError
"param = int(input())

def convert_num(input_num):
    while (input_num >= 10):
        input_num = input_num - 10
    print(input_num)

convert_num(param)",No error
"input_int = int(input())
# 请不要更改此行以上的代码

def days_left_to_sunday(day):
    if day < 7:
        print(""还有"" + str(7 - day) + ""天到周日"")
        days_left_to_sunday(day)
    else:
        print(""到周日了!"")

# 请不要更改此行以下的代码
days_left_to_sunday(input_int)",RecursionError
"import ast
input_list_1 = ast.literal_eval(input())
input_list_2 = ast.literal_eval(input())
# 请不要更改此行以上的代码

def add_matrix(input_list_1, input_list_2):
    for i in range(len(input_list_1)):
        for j in range(len(input_list_1[0])):
            input_list_1[i][j]=input_list_1[i][j]+input_list_2[i][j]
    return input_list_1
            
            
            
        
        
# 请不要更改此行以下的代码
print(add_matrix(input_list_1, input_list_2))",No error
